Date,open,high,low,close,volume,spread,real_volume
2014-01-02 00:00:00,1225.67,1230.74,1213.54,1224.05,29473,0,0
2014-01-03 00:00:00,1222.11,1240.12,1221.71,1236.28,38000,0,0
2014-01-06 00:00:00,1236.98,1248.29,1214.29,1237.71,40437,0,0
2014-01-07 00:00:00,1237.55,1245.21,1224.87,1231.85,39625,0,0
2014-01-08 00:00:00,1231.2,1232.31,1218.4,1225.68,39586,0,0
2014-01-09 00:00:00,1225.44,1231.29,1223.45,1227.71,30735,0,0
2014-01-10 00:00:00,1227.17,1248.8,1227.13,1247.55,33112,0,0
2014-01-13 00:00:00,1248.47,1254.92,1243.57,1252.92,49432,0,0
2014-01-14 00:00:00,1252.41,1255.13,1241.61,1244.84,48289,0,0
2014-01-15 00:00:00,1244.77,1244.91,1234.21,1241.61,48510,0,0
2014-01-16 00:00:00,1241.6,1245.01,1236.31,1242.16,45933,0,0
2014-01-17 00:00:00,1241.77,1254.85,1237.72,1253.14,46428,0,0
2014-01-20 00:00:00,1252.73,1261.61,1252.6,1254.56,29302,0,0
2014-01-21 00:00:00,1254.53,1255.65,1235.57,1241.16,45090,0,0
2014-01-22 00:00:00,1239.82,1243.48,1235.84,1236.96,39445,0,0
2014-01-23 00:00:00,1235.6,1265.35,1231.46,1263.76,56678,0,0
2014-01-24 00:00:00,1263.67,1272.46,1256.88,1269.2,57819,0,0
2014-01-27 00:00:00,1269.72,1278.82,1251.9,1256.81,61507,0,0
2014-01-28 00:00:00,1255.29,1261.31,1248.87,1256.57,44203,0,0
2014-01-29 00:00:00,1255.63,1270.03,1248.89,1267.04,44961,0,0
2014-01-30 00:00:00,1266.82,1267.63,1237.97,1243.47,54301,0,0
2014-01-31 00:00:00,1243.8,1254.83,1238.43,1243.82,49666,0,0
2014-02-03 00:00:00,1242.42,1266.18,1240.74,1257.51,61143,0,0
2014-02-04 00:00:00,1258.02,1260.85,1247.2,1254.58,59459,0,0
2014-02-05 00:00:00,1253.82,1274.2,1252.34,1257.78,60036,0,0
2014-02-06 00:00:00,1257.02,1266.69,1252.76,1258.03,55068,0,0
2014-02-07 00:00:00,1257.07,1271.73,1256.13,1267.03,59558,0,0
2014-02-10 00:00:00,1265.26,1277.76,1265.03,1274.61,53495,0,0
2014-02-11 00:00:00,1274.08,1293.74,1273.63,1291.17,66738,0,0
2014-02-12 00:00:00,1290.14,1296.17,1283.9,1290.85,65455,0,0
2014-02-13 00:00:00,1291.03,1302.79,1286.17,1302.5,66092,0,0
2014-02-14 00:00:00,1301.59,1321.07,1299.74,1317.87,73342,0,0
2014-02-17 00:00:00,1318.91,1329.69,1318.78,1328.59,50559,0,0
2014-02-18 00:00:00,1328.19,1331.97,1312.61,1321.71,74846,0,0
2014-02-19 00:00:00,1321.55,1322.74,1308.77,1311.3,67100,0,0
2014-02-20 00:00:00,1310.64,1324.87,1307.36,1322.8,67010,0,0
2014-02-21 00:00:00,1322.76,1328.35,1316.0,1323.61,59395,0,0
2014-02-24 00:00:00,1325.32,1338.79,1318.73,1336.71,60853,0,0
2014-02-25 00:00:00,1336.29,1343.47,1331.16,1340.36,57723,0,0
2014-02-26 00:00:00,1340.81,1345.24,1322.43,1330.42,63314,0,0
2014-02-27 00:00:00,1329.19,1336.06,1323.77,1331.12,63517,0,0
2014-02-28 00:00:00,1330.76,1333.19,1319.74,1325.57,65329,0,0
2014-03-03 00:00:00,1332.27,1354.63,1330.74,1350.35,73645,0,0
2014-03-04 00:00:00,1349.57,1352.4,1331.17,1334.25,71232,0,0
2014-03-05 00:00:00,1334.18,1341.72,1332.57,1336.59,60773,0,0
2014-03-06 00:00:00,1336.87,1353.43,1331.11,1350.58,59856,0,0
2014-03-07 00:00:00,1350.02,1352.82,1328.01,1339.41,67696,0,0
2014-03-10 00:00:00,1339.55,1344.5,1327.98,1339.45,61620,0,0
2014-03-11 00:00:00,1339.28,1352.47,1337.61,1348.73,56513,0,0
2014-03-12 00:00:00,1348.64,1370.74,1345.35,1366.64,69855,0,0
2014-03-13 00:00:00,1366.68,1374.89,1364.41,1370.04,72202,0,0
2014-03-14 00:00:00,1370.2,1387.84,1367.78,1382.19,65902,0,0
2014-03-17 00:00:00,1382.78,1392.0,1361.88,1366.87,65950,0,0
2014-03-18 00:00:00,1366.15,1367.46,1350.66,1355.44,65914,0,0
2014-03-19 00:00:00,1355.91,1359.54,1327.7,1329.39,72292,0,0
2014-03-20 00:00:00,1330.76,1334.54,1320.5,1327.55,73532,0,0
2014-03-21 00:00:00,1329.91,1342.31,1327.93,1333.78,54737,0,0
2014-03-24 00:00:00,1334.48,1334.59,1307.84,1308.55,64210,0,0
2014-03-25 00:00:00,1308.62,1317.26,1305.65,1310.85,64867,0,0
2014-03-26 00:00:00,1311.21,1316.22,1298.56,1304.23,63344,0,0
2014-03-27 00:00:00,1304.63,1306.72,1288.98,1291.12,62827,0,0
2014-03-28 00:00:00,1290.82,1298.61,1285.65,1294.31,57964,0,0
2014-03-31 00:00:00,1293.97,1298.44,1282.35,1283.82,57624,0,0
2014-04-01 00:00:00,1284.34,1287.91,1277.61,1278.75,56399,0,0
2014-04-02 00:00:00,1279.08,1294.4,1278.5,1289.67,51782,0,0
2014-04-03 00:00:00,1289.98,1293.83,1281.52,1286.43,51689,0,0
2014-04-04 00:00:00,1286.33,1306.59,1284.14,1302.84,52161,0,0
2014-04-07 00:00:00,1303.79,1304.04,1295.54,1297.12,41072,0,0
2014-04-08 00:00:00,1296.5,1314.24,1296.45,1308.39,50554,0,0
2014-04-09 00:00:00,1308.05,1314.95,1300.79,1311.57,58013,0,0
2014-04-10 00:00:00,1311.68,1324.42,1310.67,1318.7,62705,0,0
2014-04-11 00:00:00,1317.69,1323.77,1314.1,1317.48,55481,0,0
2014-04-14 00:00:00,1320.32,1331.03,1318.68,1327.72,54921,0,0
2014-04-15 00:00:00,1326.66,1328.13,1284.49,1302.23,66833,0,0
2014-04-16 00:00:00,1302.6,1306.97,1293.43,1302.24,57736,0,0
2014-04-17 00:00:00,1301.5,1304.05,1293.12,1294.81,51751,0,0
2014-04-18 00:00:00,1294.39,1298.92,1293.23,1293.54,29,0,0
2014-04-21 00:00:00,1294.39,1301.43,1281.81,1289.53,48540,0,0
2014-04-22 00:00:00,1289.81,1292.65,1277.45,1283.53,51566,0,0
2014-04-23 00:00:00,1283.89,1288.89,1280.79,1283.6,50491,0,0
2014-04-24 00:00:00,1283.59,1298.52,1268.41,1293.02,63848,0,0
2014-04-25 00:00:00,1293.72,1304.99,1290.34,1302.38,54833,0,0
2014-04-28 00:00:00,1302.91,1306.36,1291.9,1296.21,53798,0,0
2014-04-29 00:00:00,1295.58,1301.19,1286.24,1295.64,49431,0,0
2014-04-30 00:00:00,1295.37,1297.77,1284.9,1291.25,56372,0,0
2014-05-01 00:00:00,1291.36,1292.78,1277.23,1284.07,46159,0,0
2014-05-02 00:00:00,1284.62,1304.5,1273.78,1298.89,55263,0,0
2014-05-05 00:00:00,1300.14,1315.53,1299.36,1310.03,52856,0,0
2014-05-06 00:00:00,1309.61,1313.93,1304.3,1307.75,47975,0,0
2014-05-07 00:00:00,1307.57,1314.35,1286.59,1289.66,54677,0,0
2014-05-08 00:00:00,1289.65,1295.28,1284.91,1289.22,53426,0,0
2014-05-09 00:00:00,1289.3,1294.28,1285.42,1287.98,46458,0,0
2014-05-12 00:00:00,1289.53,1303.71,1277.58,1295.64,54291,0,0
2014-05-13 00:00:00,1295.74,1298.65,1288.97,1293.43,52360,0,0
2014-05-14 00:00:00,1293.48,1308.91,1291.44,1305.7,51484,0,0
2014-05-15 00:00:00,1304.84,1306.98,1290.83,1295.93,53056,0,0
2014-05-16 00:00:00,1296.37,1298.16,1287.69,1292.91,48124,0,0
2014-05-19 00:00:00,1292.8,1305.3,1289.39,1292.86,48334,0,0
2014-05-20 00:00:00,1292.64,1296.76,1285.82,1293.95,54247,0,0
2014-05-21 00:00:00,1293.87,1296.15,1283.27,1291.82,50947,0,0
2014-05-22 00:00:00,1291.85,1303.56,1289.95,1293.85,49024,0,0
2014-05-23 00:00:00,1293.81,1295.38,1286.61,1292.32,44714,0,0
2014-05-26 00:00:00,1292.95,1294.02,1290.74,1292.56,24111,0,0
2014-05-27 00:00:00,1292.15,1293.26,1264.26,1264.64,57790,0,0
2014-05-28 00:00:00,1263.76,1267.06,1255.86,1257.9,54273,0,0
2014-05-29 00:00:00,1258.38,1260.36,1251.41,1255.47,55397,0,0
2014-05-30 00:00:00,1255.54,1260.25,1242.13,1249.38,47896,0,0
2014-06-02 00:00:00,1249.94,1250.69,1240.93,1243.63,42172,0,0
2014-06-03 00:00:00,1243.82,1247.6,1240.54,1244.7,44026,0,0
2014-06-04 00:00:00,1244.39,1248.92,1242.77,1243.67,42091,0,0
2014-06-05 00:00:00,1243.73,1257.49,1240.99,1253.37,49229,0,0
2014-06-06 00:00:00,1253.24,1257.62,1245.79,1253.02,46779,0,0
2014-06-09 00:00:00,1252.24,1256.93,1251.44,1252.0,37675,0,0
2014-06-10 00:00:00,1252.06,1263.52,1250.22,1259.62,37765,0,0
2014-06-11 00:00:00,1259.9,1265.17,1257.73,1260.89,37117,0,0
2014-06-12 00:00:00,1260.74,1274.73,1259.78,1272.99,48522,0,0
2014-06-13 00:00:00,1272.95,1277.79,1270.69,1276.62,47654,0,0
2014-06-16 00:00:00,1276.26,1284.8,1270.55,1271.66,46196,0,0
2014-06-17 00:00:00,1271.41,1273.15,1258.61,1270.43,44834,0,0
2014-06-18 00:00:00,1271.61,1278.35,1266.18,1277.44,48959,0,0
2014-06-19 00:00:00,1277.71,1321.42,1275.83,1320.03,59829,0,0
2014-06-20 00:00:00,1319.52,1321.83,1306.38,1314.53,58112,0,0
2014-06-23 00:00:00,1314.3,1318.37,1309.87,1317.21,49069,0,0
2014-06-24 00:00:00,1317.28,1325.81,1313.75,1318.06,48753,0,0
2014-06-25 00:00:00,1318.15,1324.73,1308.56,1319.0,49303,0,0
2014-06-26 00:00:00,1315.5,1319.65,1306.17,1316.41,46148,0,0
2014-06-27 00:00:00,1316.33,1322.16,1312.62,1315.94,46031,0,0
2014-06-30 00:00:00,1316.26,1329.28,1310.26,1327.09,45248,0,0
2014-07-01 00:00:00,1327.13,1332.69,1323.7,1326.15,48188,0,0
2014-07-02 00:00:00,1325.63,1331.93,1321.24,1326.52,45166,0,0
2014-07-03 00:00:00,1327.31,1327.35,1309.53,1319.28,49547,0,0
2014-07-04 00:00:00,1319.98,1323.07,1318.51,1320.31,22726,0,0
2014-07-07 00:00:00,1320.42,1320.65,1311.41,1319.62,40649,0,0
2014-07-08 00:00:00,1319.81,1324.69,1313.4,1318.98,42641,0,0
2014-07-09 00:00:00,1318.57,1331.98,1317.72,1327.56,42463,0,0
2014-07-10 00:00:00,1323.95,1345.04,1323.95,1335.48,47966,0,0
2014-07-11 00:00:00,1335.32,1339.09,1333.62,1337.9,35830,0,0
2014-07-14 00:00:00,1338.23,1339.46,1303.2,1306.92,52956,0,0
2014-07-15 00:00:00,1307.75,1313.68,1292.12,1293.76,51033,0,0
2014-07-16 00:00:00,1294.1,1303.61,1293.03,1298.92,45197,0,0
2014-07-17 00:00:00,1299.56,1323.83,1297.58,1318.92,56597,0,0
