Date,open,high,low,close,volume,spread,real_volume
2024-01-02 01:00:00,2065.26,2066.46,2063.2,2063.72,1458,12,0
2024-01-02 02:00:00,2063.76,2065.86,2062.31,2065.48,2074,12,0
2024-01-02 03:00:00,2065.47,2069.87,2064.85,2066.61,4330,12,0
2024-01-02 04:00:00,2066.58,2068.42,2063.99,2067.84,3068,12,0
2024-01-02 05:00:00,2067.86,2070.34,2066.5,2069.63,2098,12,0
2024-01-02 06:00:00,2069.63,2070.65,2068.92,2069.66,1664,12,0
2024-01-02 07:00:00,2069.66,2074.85,2069.51,2074.49,2714,12,0
2024-01-02 08:00:00,2074.69,2076.67,2072.93,2074.21,3071,12,0
2024-01-02 09:00:00,2074.14,2076.37,2073.2,2073.2,3844,12,0
2024-01-02 10:00:00,2073.32,2074.56,2071.84,2073.28,4615,12,0
2024-01-02 11:00:00,2073.31,2078.86,2073.29,2077.06,4111,12,0
2024-01-02 12:00:00,2077.04,2077.75,2073.5,2075.96,3953,12,0
2024-01-02 13:00:00,2075.96,2076.17,2068.32,2069.27,4810,12,0
2024-01-02 14:00:00,2069.23,2069.46,2065.1,2067.93,4684,12,0
2024-01-02 15:00:00,2067.93,2071.07,2064.89,2066.21,6085,12,0
2024-01-02 16:00:00,2066.28,2070.44,2062.2,2070.33,7149,12,0
2024-01-02 17:00:00,2070.34,2070.62,2056.01,2059.39,7847,12,0
2024-01-02 18:00:00,2059.39,2067.6,2059.21,2066.1,6220,12,0
2024-01-02 19:00:00,2066.11,2066.93,2061.82,2062.68,4566,12,0
2024-01-02 20:00:00,2062.74,2064.94,2060.62,2061.19,3570,12,0
2024-01-02 21:00:00,2061.2,2062.16,2060.45,2060.92,2606,12,0
2024-01-02 22:00:00,2060.92,2061.61,2057.99,2058.21,2687,12,0
2024-01-02 23:00:00,2058.21,2059.29,2058.08,2058.95,1041,12,0
2024-01-03 01:00:00,2059.32,2060.09,2058.67,2059.62,1269,12,0
2024-01-03 02:00:00,2059.64,2062.11,2059.26,2060.21,2121,12,0
2024-01-03 03:00:00,2060.22,2062.55,2059.55,2062.47,3360,12,0
2024-01-03 04:00:00,2062.48,2065.15,2061.61,2064.7,2633,12,0
2024-01-03 05:00:00,2064.72,2065.51,2063.32,2065.12,1999,12,0
2024-01-03 06:00:00,2065.03,2065.55,2064.42,2064.83,1175,12,0
2024-01-03 07:00:00,2064.81,2065.93,2063.54,2064.07,2086,12,0
2024-01-03 08:00:00,2064.06,2065.39,2063.43,2064.31,2448,12,0
2024-01-03 09:00:00,2064.31,2064.31,2060.89,2062.96,3501,12,0
2024-01-03 10:00:00,2062.91,2064.35,2058.89,2060.07,4120,12,0
2024-01-03 11:00:00,2060.07,2060.57,2054.38,2056.79,4057,12,0
2024-01-03 12:00:00,2056.81,2057.15,2052.69,2054.93,3566,12,0
2024-01-03 13:00:00,2054.92,2055.65,2046.73,2047.48,4073,12,0
2024-01-03 14:00:00,2047.52,2048.34,2041.83,2045.72,5707,12,0
2024-01-03 15:00:00,2045.47,2047.95,2038.71,2040.99,6997,12,0
